Census Year,Ward,Category,SubCategory,Characteristic,SubCharacteristic,Value
2021,Rideau Rockcliffe,Demographics,Age,Distribution (%) of the population by broad age groups,65 years and over,21
2021,Rideau Rockcliffe,Demographics,Age,Distribution (%) of the population by broad age groups,85 years and over,2.2
2021,Rideau Rockcliffe,Demographics,Age,Average age of the population, ,43.1
2021,Rideau Rockcliffe,Demographics,Age,Median age of the population, ,43.6
2021,Rideau Vanier,Demographics,Age,Age groups of the population,0 to 14 years,4415
2021,Rideau Vanier,Demographics,Age,Age groups of the population,0 to 4 years,1525
2021,Rideau Vanier,Demographics,Age,Age groups of the population,5 to 9 years,1540
2021,Rideau Vanier,Demographics,Age,Age groups of the population,10 to 14 years,1350
2021,Rideau Vanier,Demographics,Age,Age groups of the population,15 to 64 years,32575
2021,Rideau Vanier,Demographics,Age,Age groups of the population,15 to 19 years,2060
2021,Rideau Vanier,Demographics,Age,Age groups of the population,20 to 24 years,5455
2021,Rideau Vanier,Demographics,Age,Age groups of the population,25 to 29 years,5185
2021,Rideau Vanier,Demographics,Age,Age groups of the population,30 to 34 years,4070
2021,Rideau Vanier,Demographics,Age,Age groups of the population,35 to 39 years,3160
2021,Rideau Vanier,Demographics,Age,Age groups of the population,40 to 44 years,2590
2021,Rideau Vanier,Demographics,Age,Age groups of the population,45 to 49 years,2330
2021,Rideau Vanier,Demographics,Age,Age groups of the population,50 to 54 years,2425
2021,Rideau Vanier,Demographics,Age,Age groups of the population,55 to 59 years,2765
2021,Rideau Vanier,Demographics,Age,Age groups of the population,60 to 64 years,2525
2021,Rideau Vanier,Demographics,Age,Age groups of the population,65 years and over,7320
2021,Rideau Vanier,Demographics,Age,Age groups of the population,65 to 69 years,2285
2021,Rideau Vanier,Demographics,Age,Age groups of the population,70 to 74 years,2045
2021,Rideau Vanier,Demographics,Age,Age groups of the population,75 to 79 years,1385
2021,Rideau Vanier,Demographics,Age,Age groups of the population,80 to 84 years,880
2021,Rideau Vanier,Demographics,Age,Age groups of the population,85 years and over,725
2021,Rideau Vanier,Demographics,Age,Age groups of the population,85 to 89 years,495
2021,Rideau Vanier,Demographics,Age,Age groups of the population,90 to 94 years,170
2021,Rideau Vanier,Demographics,Age,Age groups of the population,95 to 99 years,55
2021,Rideau Vanier,Demographics,Age,Age groups of the population,100 years and over,0
2021,Rideau Vanier,Demographics,Age,Distribution (%) of the population by broad age groups,0 to 14 years,10
2021,Rideau Vanier,Demographics,Age,Distribution (%) of the population by broad age groups,15 to 64 years,73.5
2021,Rideau Vanier,Demographics,Age,Distribution (%) of the population by broad age groups,65 years and over,16.5
2021,Rideau Vanier,Demographics,Age,Distribution (%) of the population by broad age groups,85 years and over,1.6
2021,Rideau Vanier,Demographics,Age,Average age of the population, ,40.5
2021,Rideau Vanier,Demographics,Age,Median age of the population, ,36.4
2021,Beacon Hill Cyrville,Demographics,Age,Age groups of the population,0 to 14 years,5770
2021,Beacon Hill Cyrville,Demographics,Age,Age groups of the population,0 to 4 years,1735
2021,Beacon Hill Cyrville,Demographics,Age,Age groups of the population,5 to 9 years,1990
2021,Beacon Hill Cyrville,Demographics,Age,Age groups of the population,10 to 14 years,2050
2021,Beacon Hill Cyrville,Demographics,Age,Age groups of the population,15 to 64 years,22110
2021,Beacon Hill Cyrville,Demographics,Age,Age groups of the population,15 to 19 years,2015
2021,Beacon Hill Cyrville,Demographics,Age,Age groups of the population,20 to 24 years,2420
2021,Beacon Hill Cyrville,Demographics,Age,Age groups of the population,25 to 29 years,2390
2021,Beacon Hill Cyrville,Demographics,Age,Age groups of the population,30 to 34 years,2170
2021,Beacon Hill Cyrville,Demographics,Age,Age groups of the population,35 to 39 years,2265
2021,Beacon Hill Cyrville,Demographics,Age,Age groups of the population,40 to 44 years,2215
2021,Beacon Hill Cyrville,Demographics,Age,Age groups of the population,45 to 49 years,2000
2021,Beacon Hill Cyrville,Demographics,Age,Age groups of the population,50 to 54 years,2140
2021,Beacon Hill Cyrville,Demographics,Age,Age groups of the population,55 to 59 years,2370
2021,Beacon Hill Cyrville,Demographics,Age,Age groups of the population,60 to 64 years,2120
2021,Beacon Hill Cyrville,Demographics,Age,Age groups of the population,65 years and over,6175
2021,Beacon Hill Cyrville,Demographics,Age,Age groups of the population,65 to 69 years,1770
2021,Beacon Hill Cyrville,Demographics,Age,Age groups of the population,70 to 74 years,1700
2021,Beacon Hill Cyrville,Demographics,Age,Age groups of the population,75 to 79 years,1240
2021,Beacon Hill Cyrville,Demographics,Age,Age groups of the population,80 to 84 years,820
2021,Beacon Hill Cyrville,Demographics,Age,Age groups of the population,85 years and over,650
2021,Beacon Hill Cyrville,Demographics,Age,Age groups of the population,85 to 89 years,465
2021,Beacon Hill Cyrville,Demographics,Age,Age groups of the population,90 to 94 years,140
2021,Beacon Hill Cyrville,Demographics,Age,Age groups of the population,95 to 99 years,40
2021,Beacon Hill Cyrville,Demographics,Age,Age groups of the population,100 years and over,0
2021,Beacon Hill Cyrville,Demographics,Age,Distribution (%) of the population by broad age groups,0 to 14 years,16.9
2021,Beacon Hill Cyrville,Demographics,Age,Distribution (%) of the population by broad age groups,15 to 64 years,64.9
2021,Beacon Hill Cyrville,Demographics,Age,Distribution (%) of the population by broad age groups,65 years and over,18.1
2021,Beacon Hill Cyrville,Demographics,Age,Distribution (%) of the population by broad age groups,85 years and over,1.9
2021,Beacon Hill Cyrville,Demographics,Age,Average age of the population, ,40.8
2021,Beacon Hill Cyrville,Demographics,Age,Median age of the population, ,40
2021,Gloucester Southgate,Demographics,Age,Age groups of the population,0 to 14 years,8715
2021,Gloucester Southgate,Demographics,Age,Age groups of the population,0 to 4 years,2580
2021,Gloucester Southgate,Demographics,Age,Age groups of the population,5 to 9 years,3025
2021,Gloucester Southgate,Demographics,Age,Age groups of the population,10 to 14 years,3110
2021,Gloucester Southgate,Demographics,Age,Age groups of the population,15 to 64 years,33290
2021,Gloucester Southgate,Demographics,Age,Age groups of the population,15 to 19 years,3275
2021,Gloucester Southgate,Demographics,Age,Age groups of the population,20 to 24 years,3910
2021,Gloucester Southgate,Demographics,Age,Age groups of the population,25 to 29 years,3785
2021,Gloucester Southgate,Demographics,Age,Age groups of the population,30 to 34 years,3445
2021,Gloucester Southgate,Demographics,Age,Age groups of the population,35 to 39 years,3115
2021,Gloucester Southgate,Demographics,Age,Age groups of the population,40 to 44 years,2785
2021,Gloucester Southgate,Demographics,Age,Age groups of the population,45 to 49 years,2845
2021,Gloucester Southgate,Demographics,Age,Age groups of the population,50 to 54 years,3220
2021,Gloucester Southgate,Demographics,Age,Age groups of the population,55 to 59 years,3615
2021,Gloucester Southgate,Demographics,Age,Age groups of the population,60 to 64 years,3285
2021,Gloucester Southgate,Demographics,Age,Age groups of the population,65 years and over,6700
2021,Gloucester Southgate,Demographics,Age,Age groups of the population,65 to 69 years,2470
2021,Gloucester Southgate,Demographics,Age,Age groups of the population,70 to 74 years,1790
2021,Gloucester Southgate,Demographics,Age,Age groups of the population,75 to 79 years,1095
2021,Gloucester Southgate,Demographics,Age,Age groups of the population,80 to 84 years,745
2021,Gloucester Southgate,Demographics,Age,Age groups of the population,85 years and over,610
2021,Gloucester Southgate,Demographics,Age,Age groups of the population,85 to 89 years,425
2021,Gloucester Southgate,Demographics,Age,Age groups of the population,90 to 94 years,150
2021,Gloucester Southgate,Demographics,Age,Age groups of the population,95 to 99 years,20
2021,Gloucester Southgate,Demographics,Age,Age groups of the population,100 years and over,10
2021,Gloucester Southgate,Demographics,Age,Distribution (%) of the population by broad age groups,0 to 14 years,17.9
2021,Gloucester Southgate,Demographics,Age,Distribution (%) of the population by broad age groups,15 to 64 years,68.4
2021,Gloucester Southgate,Demographics,Age,Distribution (%) of the population by broad age groups,65 years and over,13.8
2021,Gloucester Southgate,Demographics,Age,Distribution (%) of the population by broad age groups,85 years and over,1.3
2021,Gloucester Southgate,Demographics,Age,Average age of the population, ,38.5
2021,Gloucester Southgate,Demographics,Age,Median age of the population, ,36.8
2021,Knoxdale Merivale,Demographics,Age,Age groups of the population,0 to 14 years,6465
2021,Knoxdale Merivale,Demographics,Age,Age groups of the population,0 to 4 years,2060
2021,Knoxdale Merivale,Demographics,Age,Age groups of the population,5 to 9 years,2175
2021,Knoxdale Merivale,Demographics,Age,Age groups of the population,10 to 14 years,2230
2021,Knoxdale Merivale,Demographics,Age,Age groups of the population,15 to 64 years,25170
2021,Knoxdale Merivale,Demographics,Age,Age groups of the population,15 to 19 years,2205
2021,Knoxdale Merivale,Demographics,Age,Age groups of the population,20 to 24 years,2930
2021,Knoxdale Merivale,Demographics,Age,Age groups of the population,25 to 29 years,3020
2021,Knoxdale Merivale,Demographics,Age,Age groups of the population,30 to 34 years,2745
2021,Knoxdale Merivale,Demographics,Age,Age groups of the population,35 to 39 years,2640
2021,Knoxdale Merivale,Demographics,Age,Age groups of the population,40 to 44 years,2045
2021,Knoxdale Merivale,Demographics,Age,Age groups of the population,45 to 49 years,2180
2021,Knoxdale Merivale,Demographics,Age,Age groups of the population,50 to 54 years,2430
2021,Knoxdale Merivale,Demographics,Age,Age groups of the population,55 to 59 years,2460
2021,Knoxdale Merivale,Demographics,Age,Age groups of the population,60 to 64 years,2515
2021,Knoxdale Merivale,Demographics,Age,Age groups of the population,65 years and over,8200
2021,Knoxdale Merivale,Demographics,Age,Age groups of the population,65 to 69 years,2265
2021,Knoxdale Merivale,Demographics,Age,Age groups of the population,70 to 74 years,2095
2021,Knoxdale Merivale,Demographics,Age,Age groups of the population,75 to 79 years,1600
2021,Knoxdale Merivale,Demographics,Age,Age groups of the population,80 to 84 years,1230
2021,Knoxdale Merivale,Demographics,Age,Age groups of the population,85 years and over,1020
2021,Knoxdale Merivale,Demographics,Age,Age groups of the population,85 to 89 years,640
2021,Knoxdale Merivale,Demographics,Age,Age groups of the population,90 to 94 years,310
2021,Knoxdale Merivale,Demographics,Age,Age groups of the population,95 to 99 years,65
2021,Knoxdale Merivale,Demographics,Age,Age groups of the population,100 years and over,0
2021,Knoxdale Merivale,Demographics,Age,Distribution (%) of the population by broad age groups,0 to 14 years,16.2
2021,Knoxdale Merivale,Demographics,Age,Distribution (%) of the population by broad age groups,15 to 64 years,63.2
2021,Knoxdale Merivale,Demographics,Age,Distribution (%) of the population by broad age groups,65 years and over,20.6
2021,Knoxdale Merivale,Demographics,Age,Distribution (%) of the population by broad age groups,85 years and over,2.6
2021,Knoxdale Merivale,Demographics,Age,Average age of the population, ,41.7
2021,Knoxdale Merivale,Demographics,Age,Median age of the population, ,40
2021,College,Demographics,Age,Age groups of the population,0 to 14 years,6965
2021,College,Demographics,Age,Age groups of the population,0 to 4 years,2075
2021,College,Demographics,Age,Age groups of the population,5 to 9 years,2345
2021,College,Demographics,Age,Age groups of the population,10 to 14 years,2540
2021,College,Demographics,Age,Age groups of the population,15 to 64 years,34160
2021,College,Demographics,Age,Age groups of the population,15 to 19 years,2440
2021,College,Demographics,Age,Age groups of the population,20 to 24 years,4570
2021,College,Demographics,Age,Age groups of the population,25 to 29 years,4435
2021,College,Demographics,Age,Age groups of the population,30 to 34 years,3575
2021,College,Demographics,Age,Age groups of the population,35 to 39 years,3255
2021,College,Demographics,Age,Age groups of the population,40 to 44 years,2825
2021,College,Demographics,Age,Age groups of the population,45 to 49 years,2710
2021,College,Demographics,Age,Age groups of the population,50 to 54 years,3045
2021,College,Demographics,Age,Age groups of the population,55 to 59 years,3805
2021,College,Demographics,Age,Age groups of the population,60 to 64 years,3510
2021,College,Demographics,Age,Age groups of the population,65 years and over,9195
2021,College,Demographics,Age,Age groups of the population,65 to 69 years,2645
2021,College,Demographics,Age,Age groups of the population,70 to 74 years,2380
2021,College,Demographics,Age,Age groups of the population,75 to 79 years,1720
2021,College,Demographics,Age,Age groups of the population,80 to 84 years,1215
2021,College,Demographics,Age,Age groups of the population,85 years and over,1245
2021,College,Demographics,Age,Age groups of the population,85 to 89 years,805
2021,College,Demographics,Age,Age groups of the population,90 to 94 years,355
2021,College,Demographics,Age,Age groups of the population,95 to 99 years,65
2021,College,Demographics,Age,Age groups of the population,100 years and over,20
2021,College,Demographics,Age,Distribution (%) of the population by broad age groups,0 to 14 years,13.8
2021,College,Demographics,Age,Distribution (%) of the population by broad age groups,15 to 64 years,67.9
2021,College,Demographics,Age,Distribution (%) of the population by broad age groups,65 years and over,18.3
2021,College,Demographics,Age,Distribution (%) of the population by broad age groups,85 years and over,2.5
2021,College,Demographics,Age,Average age of the population, ,41.8
2021,College,Demographics,Age,Median age of the population, ,40
2021,Bay,Demographics,Age,Age groups of the population,0 to 14 years,7065
2021,Bay,Demographics,Age,Age groups of the population,0 to 4 years,2180
2021,Bay,Demographics,Age,Age groups of the population,5 to 9 years,2490
2021,Bay,Demographics,Age,Age groups of the population,10 to 14 years,2395
2021,Bay,Demographics,Age,Age groups of the population,15 to 64 years,30955
2021,Bay,Demographics,Age,Age groups of the population,15 to 19 years,2465
2021,Bay,Demographics,Age,Age groups of the population,20 to 24 years,3170
2021,Bay,Demographics,Age,Age groups of the population,25 to 29 years,3690
2021,Bay,Demographics,Age,Age groups of the population,30 to 34 years,3645
2021,Bay,Demographics,Age,Age groups of the population,35 to 39 years,3065
2021,Bay,Demographics,Age,Age groups of the population,40 to 44 years,2740
2021,Bay,Demographics,Age,Age groups of the population,45 to 49 years,2765
2021,Bay,Demographics,Age,Age groups of the population,50 to 54 years,2750
2021,Bay,Demographics,Age,Age groups of the population,55 to 59 years,3330
2021,Bay,Demographics,Age,Age groups of the population,60 to 64 years,3345
2021,Bay,Demographics,Age,Age groups of the population,65 years and over,10470
2021,Bay,Demographics,Age,Age groups of the population,65 to 69 years,2925
2021,Bay,Demographics,Age,Age groups of the population,70 to 74 years,2765
2021,Bay,Demographics,Age,Age groups of the population,75 to 79 years,2040
2021,Bay,Demographics,Age,Age groups of the population,80 to 84 years,1395
2021,Bay,Demographics,Age,Age groups of the population,85 years and over,1350
2021,Bay,Demographics,Age,Age groups of the population,85 to 89 years,880
2021,Bay,Demographics,Age,Age groups of the population,90 to 94 years,360
2021,Bay,Demographics,Age,Age groups of the population,95 to 99 years,100
2021,Bay,Demographics,Age,Age groups of the population,100 years and over,10
2021,Bay,Demographics,Age,Distribution (%) of the population by broad age groups,0 to 14 years,14.6
2021,Bay,Demographics,Age,Distribution (%) of the population by broad age groups,15 to 64 years,63.8
2021,Bay,Demographics,Age,Distribution (%) of the population by broad age groups,65 years and over,21.6
2021,Bay,Demographics,Age,Distribution (%) of the population by broad age groups,85 years and over,2.8
2021,Bay,Demographics,Age,Average age of the population, ,43
2021,Bay,Demographics,Age,Median age of the population, ,42
2021,Sttittsvile,Demographics,Age,Age groups of the population,0 to 14 years,9600
2021,Sttittsvile,Demographics,Age,Age groups of the population,0 to 4 years,2845
2021,Sttittsvile,Demographics,Age,Age groups of the population,5 to 9 years,3295
2021,Sttittsvile,Demographics,Age,Age groups of the population,10 to 14 years,3465
2021,Sttittsvile,Demographics,Age,Age groups of the population,15 to 64 years,29970
2021,Sttittsvile,Demographics,Age,Age groups of the population,15 to 19 years,2945
2021,Sttittsvile,Demographics,Age,Age groups of the population,20 to 24 years,2330
2021,Sttittsvile,Demographics,Age,Age groups of the population,25 to 29 years,2705
2021,Sttittsvile,Demographics,Age,Age groups of the population,30 to 34 years,3395
2021,Sttittsvile,Demographics,Age,Age groups of the population,35 to 39 years,3625
2021,Sttittsvile,Demographics,Age,Age groups of the population,40 to 44 years,3245
2021,Sttittsvile,Demographics,Age,Age groups of the population,45 to 49 years,3370
2021,Sttittsvile,Demographics,Age,Age groups of the population,50 to 54 years,3130
2021,Sttittsvile,Demographics,Age,Age groups of the population,55 to 59 years,2930
2021,Sttittsvile,Demographics,Age,Age groups of the population,60 to 64 years,2295
2021,Sttittsvile,Demographics,Age,Age groups of the population,65 years and over,5640
2021,Sttittsvile,Demographics,Age,Age groups of the population,65 to 69 years,1875
2021,Sttittsvile,Demographics,Age,Age groups of the population,70 to 74 years,1475
2021,Sttittsvile,Demographics,Age,Age groups of the population,75 to 79 years,1035
2021,Sttittsvile,Demographics,Age,Age groups of the population,80 to 84 years,700
2021,Sttittsvile,Demographics,Age,Age groups of the population,85 years and over,560
2021,Sttittsvile,Demographics,Age,Age groups of the population,85 to 89 years,415
2021,Sttittsvile,Demographics,Age,Age groups of the population,90 to 94 years,115
2021,Sttittsvile,Demographics,Age,Age groups of the population,95 to 99 years,20
2021,Sttittsvile,Demographics,Age,Age groups of the population,100 years and over,10
2021,Sttittsvile,Demographics,Age,Distribution (%) of the population by broad age groups,0 to 14 years,21.2
2021,Sttittsvile,Demographics,Age,Distribution (%) of the population by broad age groups,15 to 64 years,66.3
2021,Sttittsvile,Demographics,Age,Distribution (%) of the population by broad age groups,65 years and over,12.5
2021,Sttittsvile,Demographics,Age,Distribution (%) of the population by broad age groups,85 years and over,1.2
2021,Sttittsvile,Demographics,Age,Average age of the population, ,37.5
2021,Stittsville,Demographics,Age,Median age of the population, ,37.2
2021,West Carleton March,Demographics,Age,Age groups of the population,0 to 14 years,4115
2021,West Carleton March,Demographics,Age,Age groups of the population,0 to 4 years,1140
2021,West Carleton March,Demographics,Age,Age groups of the population,5 to 9 years,1360
2021,West Carleton March,Demographics,Age,Age groups of the population,10 to 14 years,1615
2021,West Carleton March,Demographics,Age,Age groups of the population,15 to 64 years,16335
2021,West Carleton March,Demographics,Age,Age groups of the population,15 to 19 years,1710
2021,West Carleton March,Demographics,Age,Age groups of the population,20 to 24 years,1305
2021,West Carleton March,Demographics,Age,Age groups of the population,25 to 29 years,960
2021,West Carleton March,Demographics,Age,Age groups of the population,30 to 34 years,1170
2021,West Carleton March,Demographics,Age,Age groups of the population,35 to 39 years,1365
2021,West Carleton March,Demographics,Age,Age groups of the population,40 to 44 years,1510
2021,West Carleton March,Demographics,Age,Age groups of the population,45 to 49 years,1750
2021,West Carleton March,Demographics,Age,Age groups of the population,50 to 54 years,2075
2021,West Carleton March,Demographics,Age,Age groups of the population,55 to 59 years,2355
2021,West Carleton March,Demographics,Age,Age groups of the population,60 to 64 years,2135
2021,West Carleton March,Demographics,Age,Age groups of the population,65 years and over,4355
2021,West Carleton March,Demographics,Age,Age groups of the population,65 to 69 years,1555
2021,West Carleton March,Demographics,Age,Age groups of the population,70 to 74 years,1360
2021,West Carleton March,Demographics,Age,Age groups of the population,75 to 79 years,765
2021,West Carleton March,Demographics,Age,Age groups of the population,80 to 84 years,380
2021,West Carleton March,Demographics,Age,Age groups of the population,85 years and over,300
2021,West Carleton March,Demographics,Age,Age groups of the population,85 to 89 years,190
2021,West Carleton March,Demographics,Age,Age groups of the population,90 to 94 years,75
2021,West Carleton March,Demographics,Age,Age groups of the population,95 to 99 years,25
2021,West Carleton March,Demographics,Age,Age groups of the population,100 years and over,0
2021,West Carleton March,Demographics,Age,Distribution (%) of the population by broad age groups,0 to 14 years,16.6
2021,West Carleton March,Demographics,Age,Distribution (%) of the population by broad age groups,15 to 64 years,65.9
2021,West Carleton March,Demographics,Age,Distribution (%) of the population by broad age groups,65 years and over,17.6
2021,West Carleton March,Demographics,Age,Distribution (%) of the population by broad age groups,85 years and over,1.2
2021,West Carleton March,Demographics,Age,Average age of the population, ,42.5
2021,West Carleton March,Demographics,Age,Median age of the population, ,46
2021,Kanata North,Demographics,Age,Age groups of the population,0 to 14 years,7945
2021,Kanata North,Demographics,Age,Age groups of the population,0 to 4 years,1660
2021,Kanata North,Demographics,Age,Age groups of the population,5 to 9 years,2765
2021,Kanata North,Demographics,Age,Age groups of the population,10 to 14 years,3515
2021,Kanata North,Demographics,Age,Age groups of the population,15 to 64 years,27115
2021,Kanata North,Demographics,Age,Age groups of the population,15 to 19 years,3200
2021,Kanata North,Demographics,Age,Age groups of the population,20 to 24 years,2315
2021,Kanata North,Demographics,Age,Age groups of the population,25 to 29 years,1880
2021,Kanata North,Demographics,Age,Age groups of the population,30 to 34 years,1980
2021,Kanata North,Demographics,Age,Age groups of the population,35 to 39 years,2510
2021,Kanata North,Demographics,Age,Age groups of the population,40 to 44 years,3070
2021,Kanata North,Demographics,Age,Age groups of the population,45 to 49 years,3460
2021,Kanata North,Demographics,Age,Age groups of the population,50 to 54 years,3365
2021,Kanata North,Demographics,Age,Age groups of the population,55 to 59 years,3020
2021,Kanata North,Demographics,Age,Age groups of the population,60 to 64 years,2305
2021,Kanata North,Demographics,Age,Age groups of the population,65 years and over,6590
2021,Kanata North,Demographics,Age,Age groups of the population,65 to 69 years,1810
2021,Kanata North,Demographics,Age,Age groups of the population,70 to 74 years,1685
2021,Kanata North,Demographics,Age,Age groups of the population,75 to 79 years,1380
2021,Kanata North,Demographics,Age,Age groups of the population,80 to 84 years,1000
2021,Kanata North,Demographics,Age,Age groups of the population,85 years and over,715
2021,Kanata North,Demographics,Age,Age groups of the population,85 to 89 years,520
2021,Kanata North,Demographics,Age,Age groups of the population,90 to 94 years,155
2021,Kanata North,Demographics,Age,Age groups of the population,95 to 99 years,35
2021,Kanata North,Demographics,Age,Age groups of the population,100 years and over,0
2021,Kanata North,Demographics,Age,Distribution (%) of the population by broad age groups,0 to 14 years,19.1
2021,Kanata North,Demographics,Age,Distribution (%) of the population by broad age groups,15 to 64 years,65.1
2021,Kanata North,Demographics,Age,Distribution (%) of the population by broad age groups,65 years and over,15.8
2021,Kanata North,Demographics,Age,Distribution (%) of the population by broad age groups,85 years and over,1.7
2021,Kanata North,Demographics,Age,Average age of the population, ,40.2
2021,Kanata North,Demographics,Age,Median age of the population, ,41.6
2021,Barrhaven West,Demographics,Age,Age groups of the population,0 to 14 years,11055
2021,Barrhaven West,Demographics,Age,Age groups of the population,0 to 4 years,3080
2021,Barrhaven West,Demographics,Age,Age groups of the population,5 to 9 years,4005
2021,Barrhaven West,Demographics,Age,Age groups of the population,10 to 14 years,3970
2021,Barrhaven West,Demographics,Age,Age groups of the population,15 to 64 years,33105
2021,Barrhaven West,Demographics,Age,Age groups of the population,15 to 19 years,3460
2021,Barrhaven West,Demographics,Age,Age groups of the population,20 to 24 years,2725
2021,Barrhaven West,Demographics,Age,Age groups of the population,25 to 29 years,2810
2021,Barrhaven West,Demographics,Age,Age groups of the population,30 to 34 years,3385
2021,Barrhaven West,Demographics,Age,Age groups of the population,35 to 39 years,3950
2021,Barrhaven West,Demographics,Age,Age groups of the population,40 to 44 years,4020
2021,Barrhaven West,Demographics,Age,Age groups of the population,45 to 49 years,3720
2021,Barrhaven West,Demographics,Age,Age groups of the population,50 to 54 years,3290
2021,Barrhaven West,Demographics,Age,Age groups of the population,55 to 59 years,3110
2021,Barrhaven West,Demographics,Age,Age groups of the population,60 to 64 years,2640
2021,Barrhaven West,Demographics,Age,Age groups of the population,65 years and over,5505
2021,Barrhaven West,Demographics,Age,Age groups of the population,65 to 69 years,2155
2021,Barrhaven West,Demographics,Age,Age groups of the population,70 to 74 years,1570
2021,Barrhaven West,Demographics,Age,Age groups of the population,75 to 79 years,940
2021,Barrhaven West,Demographics,Age,Age groups of the population,80 to 84 years,490
2021,Barrhaven West,Demographics,Age,Age groups of the population,85 years and over,345
2021,Barrhaven West,Demographics,Age,Age groups of the population,85 to 89 years,250
2021,Barrhaven West,Demographics,Age,Age groups of the population,90 to 94 years,90
2021,Barrhaven West,Demographics,Age,Age groups of the population,95 to 99 years,0
2021,Barrhaven West,Demographics,Age,Age groups of the population,100 years and over,0
2021,Barrhaven West,Demographics,Age,Distribution (%) of the population by broad age groups,0 to 14 years,22.3
2021,Barrhaven West,Demographics,Age,Distribution (%) of the population by broad age groups,15 to 64 years,66.6
2021,Barrhaven West,Demographics,Age,Distribution (%) of the population by broad age groups,65 years and over,11.1
2021,Barrhaven West,Demographics,Age,Distribution (%) of the population by broad age groups,85 years and over,0.7
2021,Barrhaven West,Demographics,Age,Average age of the population, ,36.5
2021,Barrhaven West,Demographics,Age,Median age of the population, ,36.8
2021,Orléans West Innes,Demographics,Age,Age groups of the population,0 to 14 years,7455
2021,Orléans West Innes,Demographics,Age,Age groups of the population,0 to 4 years,2110
2021,Orléans West Innes,Demographics,Age,Age groups of the population,5 to 9 years,2505
2021,Orléans West Innes,Demographics,Age,Age groups of the population,10 to 14 years,2835
2021,Orléans West Innes,Demographics,Age,Age groups of the population,15 to 64 years,28315
2021,Orléans West Innes,Demographics,Age,Age groups of the population,15 to 19 years,2625
2021,Orléans West Innes,Demographics,Age,Age groups of the population,20 to 24 years,2435
2021,Orléans West Innes,Demographics,Age,Age groups of the population,25 to 29 years,2240
2021,Orléans West Innes,Demographics,Age,Age groups of the population,30 to 34 years,2600
2021,Orléans West Innes,Demographics,Age,Age groups of the population,35 to 39 years,2895
2021,Orléans West Innes,Demographics,Age,Age groups of the population,40 to 44 years,2845
2021,Orléans West Innes,Demographics,Age,Age groups of the population,45 to 49 years,2815
2021,Orléans West Innes,Demographics,Age,Age groups of the population,50 to 54 years,2800
2021,Orléans West Innes,Demographics,Age,Age groups of the population,55 to 59 years,3360
2021,Orléans West Innes,Demographics,Age,Age groups of the population,60 to 64 years,3710
2021,Orléans West Innes,Demographics,Age,Age groups of the population,65 years and over,9730
2021,Orléans West Innes,Demographics,Age,Age groups of the population,65 to 69 years,3255
2021,Orléans West Innes,Demographics,Age,Age groups of the population,70 to 74 years,2980
2021,Orléans West Innes,Demographics,Age,Age groups of the population,75 to 79 years,1850
2021,Orléans West Innes,Demographics,Age,Age groups of the population,80 to 84 years,995
2021,Orléans West Innes,Demographics,Age,Age groups of the population,85 years and over,655
2021,Orléans West Innes,Demographics,Age,Age groups of the population,85 to 89 years,490
2021,Orléans West Innes,Demographics,Age,Age groups of the population,90 to 94 years,115
2021,Orléans West Innes,Demographics,Age,Age groups of the population,95 to 99 years,45
2021,Orléans West Innes,Demographics,Age,Age groups of the population,100 years and over,0
2021,Orléans West Innes,Demographics,Age,Distribution (%) of the population by broad age groups,0 to 14 years,16.4
2021,Orléans West Innes,Demographics,Age,Distribution (%) of the population by broad age groups,15 to 64 years,62.2
2021,Orléans West Innes,Demographics,Age,Distribution (%) of the population by broad age groups,65 years and over,21.4
2021,Orléans West Innes,Demographics,Age,Distribution (%) of the population by broad age groups,85 years and over,1.4
2021,Orléans West Innes,Demographics,Age,Average age of the population, ,43.1
2021,Orléans West Innes,Demographics,Age,Median age of the population, ,44.4
2021,Orléans East Cumberland ,Demographics,Age,Age groups of the population,0 to 14 years,8080
2021,Orléans East Cumberland ,Demographics,Age,Age groups of the population,0 to 4 years,2150
2021,Orléans East Cumberland ,Demographics,Age,Age groups of the population,5 to 9 years,2790
2021,Orléans East Cumberland ,Demographics,Age,Age groups of the population,10 to 14 years,3140
2021,Orléans East Cumberland ,Demographics,Age,Age groups of the population,15 to 64 years,32120
2021,Orléans East Cumberland ,Demographics,Age,Age groups of the population,15 to 19 years,3170
2021,Orléans East Cumberland ,Demographics,Age,Age groups of the population,20 to 24 years,2675
2021,Orléans East Cumberland ,Demographics,Age,Age groups of the population,25 to 29 years,2500
2021,Orléans East Cumberland ,Demographics,Age,Age groups of the population,30 to 34 years,2725
2021,Orléans East Cumberland ,Demographics,Age,Age groups of the population,35 to 39 years,3035
2021,Orléans East Cumberland ,Demographics,Age,Age groups of the population,40 to 44 years,3160
2021,Orléans East Cumberland ,Demographics,Age,Age groups of the population,45 to 49 years,3410
2021,Orléans East Cumberland ,Demographics,Age,Age groups of the population,50 to 54 years,3525
2021,Orléans East Cumberland ,Demographics,Age,Age groups of the population,55 to 59 years,4045
2021,Orléans East Cumberland ,Demographics,Age,Age groups of the population,60 to 64 years,3890
2021,Orléans East Cumberland ,Demographics,Age,Age groups of the population,65 years and over,8475
2021,Orléans East Cumberland ,Demographics,Age,Age groups of the population,65 to 69 years,3145
